ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
30.09.2021,30.09.2021,08,30.09.2021,15,09200613,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,17,30.09.2021,08,03601451,1328,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,18,29.09.2021,22,06200421,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,20,30.09.2021,09,02500836,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,20,30.09.2021,09,12100204,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,18,30.09.2021,07,04300621,833,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,23,30.09.2021,07,07100102,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,07,29.09.2021,13,02400521,405,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,17,29.09.2021,18,08100101,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,15,29.09.2021,17,01300733,729,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,21,30.09.2021,09,09501737,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,09,30.09.2021,13,07100103,1221,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,07,30.09.2021,13,10200524,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,18,30.09.2021,17,08100311,1025,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,14,30.09.2021,09,03601451,595,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,17,30.09.2021,07,03601451,919,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,07,30.09.2021,14,03400826,487,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,09,30.09.2021,09,01200518,1600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,08,30.09.2021,13,08100101,442,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,16,30.09.2021,18,11401034,3595,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,07,30.09.2021,12,08200726,358,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,07,30.09.2021,07,03200309,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,16,30.09.2021,07,04501043,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,21,29.09.2021,21,10100312,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,20,30.09.2021,06,06100102,450,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,15,30.09.2021,16,03400830,338,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,17,30.09.2021,18,06200422,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,24.09.2021,13,27.09.2021,08,09301126,679,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,19,30.09.2021,21,03400723,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,16,30.09.2021,21,06400839,4100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,07,30.09.2021,14,06300629,660,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,07,30.09.2021,16,09100407,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,30.09.2021,15,30.09.2021,15,02200213,750,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,18,29.09.2021,22,11501340,448,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,12,29.09.2021,12,02300417,499,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
30.09.2021,29.09.2021,18,30.09.2021,07,06400735,1500,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,22,30.09.2021,12,02400623,1049,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,21,30.09.2021,11,04400835,420,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,22,30.09.2021,16,04501044,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,12,29.09.2021,18,02400623,250,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
30.09.2021,29.09.2021,16,29.09.2021,18,11501340,200,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,27.09.2021,14,28.09.2021,19,02300419,150,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,20.09.2021,21,21.09.2021,07,03701659,429,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,27.09.2021,09,28.09.2021,09,11501339,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,17,28.09.2021,21,08100310,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
30.09.2021,28.09.2021,17,29.09.2021,16,01100310,1000,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,21,29.09.2021,06,09501940,801,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,26.09.2021,13,29.09.2021,10,10100210,182,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
30.09.2021,28.09.2021,16,28.09.2021,18,03400721,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,16,30.09.2021,09,01401043,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,19,29.09.2021,06,03400826,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,09,29.09.2021,21,01200522,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
30.09.2021,29.09.2021,07,29.09.2021,18,05200629,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,29.09.2021,19,29.09.2021,23,01200522,1749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,16,30.09.2021,15,10200524,5721,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
30.09.2021,28.09.2021,16,29.09.2021,07,08100314,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,28.09.2021,22,30.09.2021,11,03701555,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,24.09.2021,22,27.09.2021,07,11300616,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,23.09.2021,21,24.09.2021,09,01100104,249,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,26.09.2021,20,26.09.2021,21,07400721,1199,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.09.2021,24.09.2021,15,26.09.2021,11,09501940,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,15,25.09.2021,19,08100208,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,17,26.09.2021,21,01200626,829,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,24.09.2021,10,25.09.2021,14,07300515,884,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,24.09.2021,18,25.09.2021,11,11400929,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,23.09.2021,07,23.09.2021,14,12100103,598,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,18,26.09.2021,13,08100208,986,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,24.09.2021,23,25.09.2021,00,03400721,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,20,25.09.2021,22,01100206,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,15,26.09.2021,23,02200210,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,15.09.2021,00,15.09.2021,00,04200311,583,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.08.2021,12,28.08.2021,12,04300623,100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,18,29.09.2021,18,08200727,500,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.09.2021,24.09.2021,08,24.09.2021,08,02300419,1779,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,23.09.2021,11,23.09.2021,11,03300517,365,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,31.08.2021,15,31.08.2021,19,07100102,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,10,27.09.2021,07,04500939,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
29.09.2021,28.09.2021,20,29.09.2021,05,04501153,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,19,29.09.2021,14,01400942,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,20,29.09.2021,19,01200517,544,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,29.09.2021,07,11400929,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,22,29.09.2021,09,08100105,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,18,29.09.2021,08,07300619,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,07,29.09.2021,16,02300316,3006,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,02,29.09.2021,04,01100310,1356,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,09,29.09.2021,21,06200422,2650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,16,29.09.2021,20,03400830,4288,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,09,29.09.2021,14,04501043,890,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,18,29.09.2021,07,07300517,530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,29.09.2021,16,07300517,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,14,29.09.2021,09,10100205,2878,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,13,29.09.2021,10,04300416,470,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,19,29.09.2021,08,01401048,1050,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,12,29.09.2021,08,08100419,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,29.09.2021,08,09100304,974,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,29.09.2021,10,09401635,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,18,29.09.2021,08,08100312,120,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,16,28.09.2021,18,03400721,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,23,29.09.2021,08,03601449,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,20,29.09.2021,07,01100310,6200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,18,28.09.2021,23,09100101,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,28.09.2021,23,08100314,1100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,20,28.09.2021,23,02200212,242,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,21,29.09.2021,06,11300620,130,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,17,29.09.2021,08,08100312,7420,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,15,29.09.2021,15,01100415,634,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,17,28.09.2021,09,07100101,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,20,28.09.2021,00,11400927,564,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,19.06.2021,20,20.06.2021,02,02300419,380,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,21,28.09.2021,21,11200512,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,12,28.09.2021,12,07200308,495,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,17,28.09.2021,19,02400623,1542,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,18,28.09.2021,21,09100407,860,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,23,28.09.2021,18,09100101,575,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,20,28.09.2021,16,04501041,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,28.09.2021,18,28.09.2021,22,02400520,1093,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,20,28.09.2021,08,04501041,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,21,28.09.2021,08,07200413,908,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,23,28.09.2021,06,01200629,754,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
29.09.2021,27.09.2021,18,28.09.2021,07,02200208,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,07,29.09.2021,15,09100407,669,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,10,29.09.2021,20,11501340,3299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,18,27.09.2021,08,01401049,1140,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,15,27.09.2021,12,11501238,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,17,27.09.2021,15,03400724,569,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,18,29.09.2021,08,06400737,5150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,18,29.09.2021,08,06400737,4699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,17,29.09.2021,17,02200207,3300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,16,29.09.2021,17,02200207,1649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,09,29.09.2021,11,07100206,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,06,29.09.2021,07,12100206,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,09,29.09.2021,18,05100316,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,08,29.09.2021,14,11100206,850,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.09.2021,29.09.2021,07,29.09.2021,14,08401244,398,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,07,29.09.2021,16,11400929,410,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,00,29.09.2021,19,08100207,604,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,11,29.09.2021,09,09200613,530,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,06,29.09.2021,10,09501939,3200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,11,29.09.2021,11,09100101,1119,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,15,29.09.2021,07,02200209,289,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.09.2021,27.09.2021,11,29.09.2021,12,01401049,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,18,29.09.2021,19,05100105,430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,15,29.09.2021,19,08100521,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,15,29.09.2021,07,02200209,339,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.09.2021,29.09.2021,00,29.09.2021,10,01100416,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,29.09.2021,12,29.09.2021,12,03501038,450,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,27.09.2021,17,27.09.2021,20,09100101,352,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,26.09.2021,17,26.09.2021,22,07300618,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,23.09.2021,17,24.09.2021,07,09200716,450,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,24.09.2021,21,25.09.2021,11,12100205,590,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,15.09.2021,20,16.09.2021,01,01100310,439,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.09.2021,25.09.2021,18,26.09.2021,09,09100202,384,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,22.09.2021,17,24.09.2021,09,01100206,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,07,27.09.2021,20,09100202,739,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,15,27.09.2021,16,08100418,1478,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.09.2021,27.09.2021,13,27.09.2021,20,01100416,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,18,27.09.2021,21,09401534,3117,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,05,27.09.2021,15,04200308,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,10,27.09.2021,15,04400830,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,16,27.09.2021,16,01200623,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
28.09.2021,27.09.2021,14,27.09.2021,16,01300733,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,20.09.2021,18,20.09.2021,18,03400722,498,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,16,27.09.2021,17,01200626,180,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,08,27.09.2021,16,03601244,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,26.09.2021,22,27.09.2021,01,03601451,4000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,25.09.2021,22,27.09.2021,07,06100205,807,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,26.09.2021,16,27.09.2021,15,02100102,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,07,27.09.2021,17,03100103,189,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.09.2021,27.09.2021,22,28.09.2021,19,07200413,540,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
